,Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level
0,101,0,-0.9397611893307474,4,1,0.7542296986324698,0.3303809790170095,0.9967574198007735,True,-0.12002210673930643,1
1,102,1,0.08671995909078384,2,2,-0.18631854691020827,-0.394236126221978,0.1321722201729838,False,-0.6402602775879727,0
2,103,0,1.93438602624954,0,0,-0.9331919329424054,-0.877314196381303,-1.0782470593059212,True,1.1434134510360259,2
3,104,1,-0.7344649596464412,5,1,1.7512606766128003,1.538076154415322,1.1696744597263324,False,-1.0861787097439723,1
4,105,1,-1.35035364869936,3,2,-0.3527211066897637,0.08884194393734703,-0.04074481975257353,True,2.1095700540406916,2
5,106,0,0.7026086481437026,1,0,-1.1268667924528863,-1.1188532314609656,-1.596998179082595,False,-0.34298132281730626,0
6,107,0,-0.5291687299621349,4,1,0.8384000450101481,0.571920014096672,0.8238403798752162,True,0.10293710933869339,1
7,108,1,0.29201618877509006,2,2,-0.12983581447255563,-0.15269709114231547,0.30508926009854265,False,-0.9375392323586391,0
8,109,0,1.5237935668809275,0,0,-0.9761077345494455,-0.6357751613016405,-0.7324129794548051,True,0.9947739736506926,2
9,110,1,-1.1450574190150538,5,1,1.861457380094103,2.021154224574647,1.3425914996518897,False,-1.3091379258219722,1
10,111,1,-0.32387250027782866,3,2,-0.43606082464924156,-0.394236126221978,-0.38657889960368974,True,0.5488555414946931,2
11,112,0,0.49731241845939633,1,0,-1.0446345790510094,-1.360392266540628,-1.4240811391570367,False,-0.4916208002026395,0
12,113,0,-0.7344649596464412,4,1,0.9773918669890779,0.8134590491763345,0.4780063000241,True,-0.41730106150997287,1
13,114,1,-0.11857627059352242,2,2,-0.07487590080160425,0.08884194393734703,0.6509233399496589,False,-0.8632194936659725,1
14,115,0,1.7290897965652339,0,0,-0.8787857715502547,-0.877314196381303,-0.9053300193803633,True,0.8461344962653595,2
15,116,1,-0.9397611893307474,5,1,1.4187324331930902,1.2965371193356596,1.5155085395774486,False,-1.160498448436639,1
16,117,1,-1.555649878383666,3,2,-0.40754258229101475,-0.15269709114231547,-0.559495939529247,True,1.5893318831920256,2
17,118,0,0.9079048778280089,1,0,-1.0989023023734603,-1.1188532314609656,-1.7699152190081529,False,-0.12002210673930643,0
18,119,0,-0.32387250027782866,4,1,0.8929446444719991,0.3303809790170095,1.1696744597263324,True,0.17725684803136,1
